anime,date,score
外之国的少女,2022年3月10日,6.4
白色猎人,1998年4月8日,6.2
鬼灭之刃 游郭篇 特別编集版,2023年4月1日,6.4
圣斗士星矢 圣域传说,2014年6月21日,6.4
梦幻之星 神谕篇,2019年10月7日,6.3
世界征服～谋略之星～,2014年1月11日,6.5
魔法护士小麦Z,2004年9月10日,6.3
新网球王子 OVA 对战Genius10,2014年10月29日,6.3
旋风管家 Cuties,2013年4月8日,6.5
股人タクシー,2002年5月25日,6.2
明日的雪之丞,2002年9月27日,6.0
罪恶王冠,2011年10月13日,6.5
斗破苍穹 第四季,2021年3月28日,6.4
全职法师 第五季,2021年7月28日,5.9
花冠之泪,2009年4月2日,6.4
星船伞兵：火星叛徒,2017年8月21日,6.0
怪医黑杰克 完结篇,2011-12-16,6.3
健康全裸游泳社 海商,2007年7月3日,6.5
忧郁的物怪庵 续,2019年1月5日,6.4
极品男孩,1987年12月16日,6.3
甜蜜女友,2016年2月5日,6.4
外貌协会！,2011年5月27日,6.4
Code Geass 亡国的阿基德 第一章「翼龙降临」,2012年8月4日,6.5
无节操☆Bitch社,2018年9月21日,6.3
犬神同学和猫山同学,2014年4月10日,6.5
奴隶兔与安东尼,2013年11月29日,6.4
制服处女,2004年2月27日,6.3
极主夫道 Part 2,2021年10月7日,6.5
进击的巨人 Q版剧场 四格!调查兵团final,2021-07-07,6.2
我与美咲老师,2017年4月28日,6.4
こいなか -小田舎で初恋×中出しセクシャルライフ- THE ANIMATION,2016年4月28日,6.4
机动战士高达SEED DESTINY Special Edition,2006年5月26日,6.3
恶魔君,2023年11月9日,6.1
被采摘污染的茜,2022年2月4日,6.4
修业魔女璐璐萌,2014年7月9日,6.5
长门有希酱的消失,2015年4月3日,6.5
宇宙海贼萨拉,2008年5月2日,6.4
翼与萤火虫,2014-03-16,6.3
不才・秋山优花里的战车讲座,2012年12月21日,6.4
纯白交响曲,2011年10月5日,6.5
随风而逝的记忆,1990-12-22,6.1
剧场版 魔法老师涅吉！ANIME FINAL,2011年8月27日,6.3
高地人 复仇之旅,2007年6月5日,6.3
PANDRA 白き欲望 黒の希望 THE ANIMATION,2014年4月25日,6.4
宇宙战舰山本洋子,1996年3月6日,5.9
超时空要塞Δ,2016年4月3日,6.5
银盘万花筒,2005年10月8日,6.3
我爱着机器人那一方的你,2017年10月21日,6.2
萝球社 OAD,2013年6月22日,6.4
机甲少女 FRAME ARMS GIRL,2017年4月3日,6.4
再见了，夏日冒险,2022年2月18日,6.4
掉线神域 第二季,2014年10月22日,6.2
爱姐妹2,2003年2月28日,6.3
あの団地の妻たちは… The Animation,2019年4月26日,6.4
Fate/Zero cafe,2013年7月13日,6.3
兽兵卫忍风帖 龙宝玉篇,2003年4月14日,5.9
超时空要塞FB7 银河流魂,2012年10月20日,6.4
蜡笔小新外传 异形 VS 新之助,2016-08-03,5.9
香格里拉·弗陇提亚～屎作猎人向神作发起挑战～,2023年10月1日,6.5
黏黏糊糊!!角质君,2013年7月8日,6.4
永远之久远 第六章 永远之永恒,2011年11月26日,6.4
潜行吧！奈亚动画 Remember My Love,2010年12月10日,6.5
拥有超常技能的异世界流浪美食家,2023年1月10日,6.5
瑟莉亚老师的激动人心魔法教室,2021年5月25日,6.0
黑爱～一夜妻馆·淫口乱乳录～,2005年4月29日,6.4
海贼王 特别篇 黄金之心,2016年7月16日,6.4
ドロップアウト,2016年2月26日,6.4
蜡笔小新 呼风唤雨！金矛之勇者,2008年4月19日,6.4
弥留之国的爱丽丝,2014-10-17,6.4
风灵玉秀 第二章,2023年7月2日,6.4
狐妖小红娘 两生花篇,2021年3月26日,6.3
帕卢姆之树,2002年3月16日,5.9
斩·赤红之瞳！,2014年7月6日,6.5
剧场版 创圣的大天使,2007年9月22日,6.2
虹猫蓝兔勇者归来,2011年1月11日,6.1
伞篇,2012年,6.0
喜欢着、喜欢着、喜欢着,2012年6月29日,6.4
告白实行委员会 嫉忌的答复,2014年11月26日,6.4
A3！满开剧团 秋&冬,2020年10月12日,6.1
蜡笔小新 新婚旅行 ～散失的广志～,2019年4月19日,6.3
蝙蝠侠：血脉恩仇,2016-01-20,6.0
桃华月惮,2007年4月2日,6.4
炎之转校生,1991年5月21日,5.9
地上最强新娘,2006年10月5日,6.4
黑岩射手,2010年7月24日,6.5
Wake Up Girl Zoo!,2014年10月22日,6.3
偶像宣言,2006年4月7日,6.2
「K」,2012年10月4日,6.5
旅馆白鹭,2003年6月27日,6.4
ふくびき! トライアングル～美晴アフター～,2010年4月30日,6.4
魔神之骨,2014年4月1日,6.0
哆啦A梦：大雄的人鱼大海战,2010年3月6日,6.4
可可可心一家人,2003年,6.0
逆転魔女裁判 ～痴女な魔女に裁かれちゃう～ THE ANIMATION,2015年8月28日,6.4
蜡笔小新 我的搬家物语 仙人掌大袭击,2015年4月18日,6.4
攻壳机动队ARISE border:3 Ghost Tears,2014年6月18日,6.4
狩龙人拉格纳,2023年9月30日,6.4
天地创造设计部,2021年1月7日,6.5
钢索危情,2012年5月30日,6.4
小精灵灰豆,1998年,6.2
大正处女御伽话,2021年10月8日,6.5
高校星歌剧 第三季,2019年7月1日,6.0
放课后～濡湿的制服～,2005年1月25日,6.3
新世界 未来篇,2012年10月20日,6.4
海底总动员2：多莉去哪儿,2016年6月17日,6.4
无人岛物语X,1998年7月24日,5.9
For送给你的歌,2019年4月9日,6.0
ある日、ネットで見つけたのは●●撮りされた彼女の動画だった。 The Motion Anime,2018年02月02日,6.1
义风堂堂！兼续与庆次,2013年7月2日,6.0
水色,2002年8月23日,5.9
文学少女 剧场版,2010年5月1日,6.5
秋日天空 ～梦之中～,2010年7月30日,6.4
超次元游戏 海王星 ～充满涅普涅普的感谢祭～,2022年10月26日,6.1
恶魔幸存者2,2013年4月4日,6.5
放学后的昴星团 网络放送版,2011年2月1日,6.4
茗记2-初织恋,2010年,6.3
相奸游戏,2007年8月10日,6.4
总之就是非常可爱 女子高中篇,2023年7月12日,6.4
黑白无双 第二季,2017年8月5日,6.0
天降美食2,2013年9月27日,6.2
SHOW BY ROCK!! 第二季,2016年10月2日,6.4
圣斗士星矢 真红少年传说,1988年7月23日,6.2
JJ萌艺社,2011年6月28日,6.4
黑白无双,2015-07-09,6.3
CHRONICLE「宇宙」预告篇 动画映像,2019年6月7日,6.1
竖笛与双肩书包,2012年1月5日,6.5
倒霉熊,2005年12月18日,6.3
天上天下 终极格斗,2005年3月16日,6.1
アイベヤ THE ANIMATION,2019年11月29日,6.4
画江湖之换世门生,2017年9月14日,6.1
问题儿童都来自异世界？ OAD,2013年7月21日,6.5
绚烂舞踏祭,2004年4月1日,6.2
みずのあおい,2015年11月13日,6.2
SHOW BY ROCK!! SHORT!!,2016年7月4日,6.4
小熊维尼与跳跳虎,2007年5月12日,6.2
HHH トリプルエッチ,2010年11月26日,6.4
幸福之祈祷,2005年8月28日,6.1
血型君3,2015年10月12日,6.4
与成为异世界美少女的大叔一起,2022年1月11日,6.5
开心宝贝之开心超人,2011年1月15日,6.2
足球小将,2018年4月2日,6.3
打工小哥！,2018年1月5日,6.3
花粉少女注意报,2008年3月28日,6.4
好色精灵探访记,2023年7月7日,6.4
狐妖小红娘 金晨曦篇,2020年6月19日,6.3
YOASOBI「大正浪漫」Official Music Video,2021年9月16日,6.2
少女周末授课,2017年10月6日,6.4
YOASOBI / 三原色 Official Music Video,2021年7月3日,6.2
名侦探柯南 MAGIC FILE 3 ～新一与小兰·麻将牌与七夕的回忆～,2009年4月18日,6.4
视而不见,2012年3月26日,6.3
玩伴猫耳娘 OVA,2011年6月15日,6.4
海贼王 特别篇 雾之岛的冒险,2015年12月19日,6.2
香蕉喵 不可思议的伙伴们,2019年10月1日,6.0
神探威威猫,2003年,6.1
每度！浦安铁筋家族,2014年7月6日,6.3
我永远的圣诞老人,2005年12月7日,6.1
放課後2～紗由理～,2008年7月25日,6.3
MARGINAL#4 从KISS开始创造Big Bang,2017年1月12日,5.9
虫之歌,2007年7月5日,6.4
伊苏,1989年11月21日,5.9
稻荷恋之歌 OAD,2014年6月26日,6.4
召唤魅魔结果义母来了！？,2022年11月4日,6.4
里约大冒险2,2014年4月11日,6.3
教教我吧 北斋！,2021年3月7日,6.0
秘境探险,1995年6月25日,5.8
如风如云,1990年3月21日,6.1
LOVE STAGE!!,2014年7月9日,6.4
佐佐木与宫野,2022年1月9日,6.4
心理测量者 Sinners of the System Case.1 罪与罚,2019年1月25日,6.5
斗破苍穹 缘起,2022年7月17日,6.3
撸时代,2013-10-11,6.3
BanG Dream! Morfonication,2022年7月28日,6.4
鲁邦三世 再见搭档,2019年1月25日,6.3
剧场版 BEM ～BECOME HUMAN～,2020年10月2日,6.2
青春期性爱,2019年6月7日,6.4
欢乐课程,2002年4月1日,6.2
少年女仆,2016年4月7日,6.4
紫音之王,2007年10月13日,6.3
列比乌斯,2019年11月28日,6.3
BanG Dream! Episode of Roselia Ⅰ : 约定,2021年4月23日,6.4
夏虫 THE ANIMATION,2009年12月25日,6.4
星灵感应,2023年10月9日,6.5
永远之久远 第二章 混沌的兰舞,2011年7月16日,6.4
西方善魔女,2006年4月7日,6.1
怪物王女 OAD,2010年12月9日,6.3
极速蜗牛,2013年7月17日,6.3
地狱天使,2008年10月18日,6.3
神样家族,2006年5月18日,6.3
DEPTH OF FIELD ～ 爱与憎恨的剧场,2012年12月19日,6.4
虹猫蓝兔阿木星,2007年,6.2
星辰变,2018年10月5日,6.3
秋日天空 OAD,2009年12月18日,6.4
淫兽学园 La☆BlueGirl,1992年6月26日,6.1
异世界悠闲农家,2023年1月6日,6.5
精灵宝可梦 超级愿望 第2季,2012年6月21日,6.4
凸变英雄 LEAF,2018年4月14日,6.4
秦时明月之君临天下,2014年12月25日,6.4
黑子的篮球 Winter Cup总集篇 ～影与光～,2016年9月3日,6.1
风语咒,2018年8月3日,6.3
交响诗篇 Hi-Evolution 1,2017年9月16日,6.3
巴哈姆特之怒 VIRGIN SOUL,2017年4月7日,6.4
狐妖小红娘·月红2,2021年8月14日,6.1
Pokémon the movie XY 光环的超魔神 胡帕,2015年7月18日,6.4
喂，看见耳朵啦,2018年8月25日,6.2
精灵宝可梦：雷公 雷的传说,2001年12月30日,6.3
火影忍者疾风传 剧场版 鸣人之死,2007年8月4日,6.4
成惠的世界,2003年4月5日,6.3
女忍：堕落的公主,2014-11-28,6.2
想像編,2021年7月8日,6.0
告白实行委员会 告白预演,2014年1月29日,6.4
黑色五叶草,2017年10月3日,6.4
告白实行委员会 我于此刻恋上你,2015年7月15日,6.4
三坪房间的侵略者！,2014年7月11日,6.5
在下坂本，有何贵干？,2016年4月7日,6.5
Blossom,2012年3月24日,6.3
恋姬无双 OVA,2009年4月1日,6.3
漫画同人会,2001年4月1日,6.2
海猫鸣泣之时,2009年7月1日,6.5
秋之回忆5 中断的胶片,2006年5月25日,6.1
七虹香电击大作战,2001年10月4日,5.9
剧场版 弦音 -起始的一箭-,2022年8月19日,6.0
隋唐英雄传,2003年6月7日,6.2
ESCHA CHRON,2017年11月3日,6.3
TIGER & BUNNY 第二季,2022年4月8日,6.3
福五鼠之三十六计,2008年8月20日,6.2
平成警察,2013年4月11日,6.2
LoveLive! Sunshine!! 第二季,2017年10月7日,6.4
啦啦啦德玛西亚,2011年12月9日,6.4
Pure Mail,2001年9月25日,6.2
大恶司 番外篇：杀缭乱,2005年5月27日,6.2
妖怪名单 第二季,2017年8月3日,6.3
失忆融合WIXOSS,2018年4月6日,6.4
AMON 恶魔人默示录,2000年5月24日,6.3
美丽的性传道师 丽丽,1994年7月8日,5.9
崩坏3 希儿,2019年10月12日,6.3
但丁的地狱之旅：动画史诗,2010-02-09,6.1
ペットライフ テンゴロ編,2011年12月16日,6.3
逃亡者·毛利小五郎,2014年4月23日,6.1
新・胁迫2 THE ANIMATION～在伤口上盛开的花 鲜血的红～,2006年5月26日,6.2
战地启示录,1993年10月22日,6.1
OZUMA,2012年3月16日,6.3
棺姬嘉依卡 复仇之战,2014年10月8日,6.4
Unbalance～アンバランス～,2002年6月28日,6.3
我是御宅上班族,2010-01-29,6.2
火影忍者剧场版 大活剧！雪姬忍法帖！！,2004年8月21日,6.4
海贼王 目标 海贼棒球王,2004年3月6日,5.9
迷你幼女战记,2017年1月6日,6.4
相思相爱笔记本,2013年2月22日,6.3
转生公主与天才千金的魔法革命,2023年1月4日,6.4
银狐,2013年10月6日,6.4
钢铁天使胡桃二式,2001年4月12日,6.0
羁绊者,2016年4月9日,6.4
东京猫猫,2002年4月6日,6.4
漂亮男孩,1989年12月22日,5.9
没出息的阴阳师一家,2019年4月27日,6.2
鲁邦三世 活下来的魔术师,2002年4月3日,6.0
超级恋人,2016年4月6日,6.4
秋叶原之旅,2017年1月4日,6.4
精灵宝可梦 超级愿望 第2季 N之章,2013年1月17日,6.3
甲铁城的卡巴内利～海门决战～,2019年5月10日,6.4
30岁的保健体育,2011年4月6日,6.4
女生爱女生,2006年1月11日,6.4
精灵宝可梦 超级愿望 第2季 德科罗拉大冒险,2013年4月25日,6.3
机械女仆,2007年11月21日,6.4
身为魔王的我娶了奴隶精灵为妻，该如何表白我的爱？,2024年4月4日,6.3
崩坏3 布洛妮娅,2019年10月18日,6.2
WAVER,2001年9月21日,6.0
英雄解体,2016-11-23,6.0
海贼王 梦幻足球王,2002年3月2日,6.0
群居姐妹,2015年7月9日,6.4
剧偶像,2021年1月5日,6.4
破邪大星弹劾凰,1987年9月28日,6.3
柯南对基德对铁剑 宝刀争夺大决战,2000,6.4
義母,2001年10月5日,6.3
魔法加南,2000年8月25日,6.2
拘束衣,2007年11月30日,6.0
伏 铁炮娘的捕物帐,2012年10月20日,6.4
战双帕尼尼,2020年10月27日,6.2
绯色战姬,2013年1月10日,6.4
魔法学园MA,2008年10月5日,6.3
我和她（护士）的研修日志,2018年11月30日,6.4
满月之战,2019年7月5日,6.4
御宅英文！魔法少女小缎带,2012年7月31日,6.3
侠岚 振翼篇,2012年1月29日,6.2
御宅英文！魔法少女小缎带 the TV,2013年7月5日,6.3
最终痴汉电车,2002年9月25日,6.3
Anima Yell!,2018年10月7日,6.4
女娲成长日记,2016年4月12日,5.8
龙与虎SOS～贪吃鬼万万岁～,2009年2月25日,6.4
飞天都市计划,2005年9月10日,6.0
Music S.T.A.R.T!!,2013年11月27日,6.4
人机续篇,2005年1月5日,6.1
Play Play 昴宿星团 克莱门汀逃亡篇,2018年11月23日,6.2
拳皇的另一天,2005-12-02,6.2
那年那兔那些事儿 抗美援朝番外篇,2016年7月20日,6.3
学艶七不思議,2003年10月25日,6.0
恶魔人,1972年7月8日,6.2
青春纪行,2013年10月3日,6.4
超级机器人大战OG -The inspector-,2010年10月1日,6.3
神兵小将,2007年10月4日,6.4
宝贝公主,2011年7月20日,6.4
赐予护女神的祝福,2006年10月5日,6.2
进击的巨人 Q版剧场 飞起来！训练兵团,2013年7月17日,6.4
文豪野犬 DEAD APPLE,2018年3月3日,6.4
崩坏3 归来,2020年9月25日,5.9
残酷天使紫苑,2008年03月28日,6.2
LAIDBACKERS,2019年4月5日,6.2
极上生徒会,2005年4月6日,6.2
机巧魔神,2009年4月2日,6.4
妹妹公主,2001年4月4日,6.4
我女友与青梅竹马的惨烈修罗场,2013年1月5日,6.4
果宝特攻第二部,2012年1月31日,6.3
小桃小栗 Love Love物语,2016年7月1日,6.4
红壳的潘多拉,2016年1月8日,6.4
我相信我的女朋友,2011年5月27日,6.4
火影忍者疾风传 剧场版 火之意志的继承者,2009年8月1日,6.4
宝贝老板,2017-03-31,6.2
山贼的女儿罗妮娅,2014年10月11日,6.1
鬼灭之刃 上弦集结、前往锻刀村,2023年2月3日,6.3
我为歌狂之旋律重启,2020年10月2日,6.0
魔法使借贷公司,2007年10月7日,6.4
问答魔法学院,2008年9月12日,6.1
噬血狂袭 消失的圣枪篇,2020年1月29日,6.4
CROSS ANGE 天使与龙的轮舞,2014年10月4日,6.4
くノ一幕末奇譚,2003年12月25日,6.1
水泳編,2013年3月6日,5.8
东京七姐妹 我们化作青空,2021年2月26日,6.1
假面女仆卫士,2008年4月5日,6.3
最游记 RELOAD -ZEROIN-,2022年1月6日,6.1
这个男人、工作是魔法,2016年2月5日,6.1
超神学院 第四季 黑甲,2016年,6.2
鹡鸰女神～Pure Engagement～,2010年7月4日,6.4
镖人,2023年6月1日,6.3
加速世界 Stage:01 -银翼的觉醒-,2012年9月13日,6.4
克拉斯卡劳埃德 第二季,2017年10月7日,6.1
星辰变 第二季,2020年5月3日,6.1
潜行吧！奈亚动画,2010年3月15日,6.4
竞女,2016年10月6日,6.4
炎之迷宫,2000年9月25日,6.0
.hack//黄昏腕轮传说,2003年1月8日,6.3
UCHITAMA?!～猫狗宠物街～,2020年1月9日,6.2
個人授業～THE ANIMATION～Schoolgirl ready for a private lesson,2008年4月25日,6.2
刀塔：龙之血,2021年3月25日,6.3
宝贝女儿好妈妈,2004年,6.0
怪物史莱克3,2007年5月18日,6.2
遗迹守护者,1998年9月5日,6.3
Innocent Blue,2005年11月25日,6.3
名侦探柯南 目标是小五郎！！少年侦探团的秘密调查,2005,6.3
香格里拉,2009年4月5日,6.4
燐月 リンゲツ THE ANIMATION,2006年7月25日,6.3
痴汉电车,2003-02-14,6.1
虫孽,1999年10月7日,6.1
吸血鬼之爱,2021年2月14日,6.4
鬼父 Re-birth,2011年4月28日,6.4
御神楽探偵団,2004年3月26日,6.1
无畏魔女,2016年10月5日,6.4
崩坏3 Reburn:II,2021年10月6日,5.8
腐界に眠る王女のアバドーン THE ANIMATION,2020年1月24日,6.1
极主夫道 第二季,2023年1月1日,6.4
凹凸世界,2015年11月13日,6.4
龙娘七七七埋藏的宝藏,2014年4月10日,6.4
向日葵！,2006年4月8日,5.9
超扁平之摩根,2003年,6.1
手冢治虫的佛陀～永无止境之旅～,2014年2月8日,6.1
屈辱,2019年11月1日,6.3
剧场版 妖精的尾巴 凤凰的巫女,2012年8月18日,6.4
アマネェ! ～トモダチンチでこんな事になるなんて！～,2013年12月20日,6.3
数码宝贝幽灵游戏,2021年10月3日,6.2
兔宝的悲惨日常,2012年10月2日,6.4
あじさい編,2011年,5.8
出来吧小魔神 胡巴,2015-06-19,5.9
少女×少女×少女 THE ANIMATION,2012年8月31日,6.3
森田同学很沉默 OVA,2011年3月25日,6.4
瓦尼塔斯的手札,2021年7月2日,6.4
汽车总动员3,2017年6月16日,6.3
2077日本锁国,2007年8月18日,6.3
歌之王子殿下 真爱1000%,2011年7月2日,6.4
地球外少年少女 后篇,2022年2月11日,6.4
美少女战士Crystal 第二季,2015年1月17日,6.2
福星小子1 爱星球之恋,1983年2月13日,6.2
薄樱鬼 碧血录,2010年10月2日,6.4
ALL OUT!!,2016年10月6日,6.1
世界魔女 起飞！,2021年1月12日,6.3
秋之回忆3.5〜朝向回忆的彼方〜,2004年5月12日,5.7
迷途之家的大姐姐,2017年7月7日,6.3
企鹅娘,2008年4月19日,6.3
魔法少女梅露露,1997年1月21日,6.1
魔法少女什么的已经够了啦。,2016年1月11日,6.4
恋爱与选举与巧克力,2012年7月5日,6.4
飯塚先輩×ブレザー ―姉キュン！より― THE ANIMATION,2016年11月4日,6.3
出云战记,2003年1月25日,6.0
我家的女仆太烦人了！,2018年10月5日,6.4
DOG DAYS'',2015年1月10日,6.4
电影 Healin' Good ♥ 光之美少女 梦想的小镇心动不已！GoGo！大变身！！,2021年3月20日,5.9
キャッスルファンタジア ～聖魔大戦～,2003年4月25日,5.8
淫梦学园,2010年4月30日,5.8
致我深爱的每个你,2022年10月7日,6.4
特務捜査官レイ＆風子,2006年10月27日,6.2
猫猫日本史,2016年4月6日,5.9
歌之王子殿下 真爱2000%,2013年4月3日,6.4
それでも妻を愛してる,2011年10月21日,6.3
beautiful day dreamer,2022年11月21日,5.8
鲁邦 零,2022年12月16日,6.2
BUDDY COMPLEX,2014年1月5日,6.4
萌妻食神之再结良缘,2021年10月9日,6.0
乌托邦,2014年2月26日,6.3
新罗马浴场,2022年3月28日,6.2
母乳酱想要喷出来。,2023年3月3日,6.3
愤怒的小鸟2,2019年9月20日,5.9
超时空要塞II 再爱一次,1992年5月21日,6.3
狐妖小红娘 尾生篇,2019年11月22日,6.3
『赛马娘 Pretty Derby』1周年纪念动画短片,2022年2月22日,6.3
MM一族！,2010年10月2日,6.4
完美小姐进化论,2006年10月3日,6.4
像工口漫画一样恋爱吧,2008年6月27日,6.1
聖ブリュンヒルデ学園 少女騎士団と純白のパンティ 〜甲冑お嬢様の絶頂おもらし〜 THE ANIMATION,2014年12月5日,6.3
我的百合乃工作是也！,2023年4月6日,6.4
YAKITORI：行星轨道敢死队,2023年5月18日,5.8
狮子王,2019年7月12日,6.3
海绵宝宝历险记：海绵出水,2015-02-06,6.3
女教师二十三岁,2003年1月24日,5.9
动画锻炼！XX,2016年10月5日,6.4
最终幻想：无限,2001年10月2日,5.8
蓝龙,2007年4月7日,6.2
名侦探柯南 MAGIC FILE 2 ～工藤新一 谜之墙壁与黑色拉布犬事件～,2008年4月19日,6.3
期待在地下城邂逅有错吗－俄里翁之矢－,2019年2月15日,6.4
野球少年,2016年7月14日,6.3
公立海老栖川高校天闷部 OAD,2013年1月26日,6.3
钢之管弦乐,2016年10月9日,6.2
発想編,2012年,5.9
祭品公主与兽之王,2023年4月19日,6.3
Fate/kaleid liner 魔法少女☆伊莉雅 Prisma☆Phantasm,2019年6月14日,6.4
智酱是女生！,2023年1月4日,6.4
RIN×SEN～白濁女教師と野郎ども～,2010年5月28日,6.3
满溢的水果挞,2020年10月12日,6.4
淫堕の姫騎士ジャンヌ,2007年1月26日,6.2
真・恋姬无双,2009年10月5日,6.4
测不准的阿波连同学,2022年4月1日,6.4
啦啦啦德玛西亚 第二季,2012年7月19日,6.3
萌妻食神,2018年12月29日,6.3
只对你说晚安,2009年7月25日,6.2
刀塔：龙之血 第二季,2022年1月18日,6.1
弦音 -风舞高中弓道部-,2018年10月21日,6.4
机甲大师,2017年10月13日,6.0
青之驱魔师 OAD,2017年4月3日,6.3
死神剧场版 地狱篇,2010年12月4日,6.3
橘色奇迹 -未来-,2016年11月18日,6.1
剧场版 超时空要塞Δ 激情的Walküre,2018年2月9日,6.3
恋爱☆迁都,2011年2月25日,6.1
メガネnoメガミ,2019年5月31日,6.3
愤怒的小鸟,2016年5月13日,6.3
束缚游戏,2003年4月25日,6.2
创圣的大天使,2005年4月5日,6.4
哈皮父子,2007年8月1日,6.2
森田同学很沉默 OAD,2012年1月27日,6.3
性活周间 THE ANIMATION,2019年3月29日,6.3
マジメな姪に催眠術をかけてセックス大好き淫乱ビッチにしてみた,2018年02月27日,5.9
NESCAFÉ 香港,2020年6月5日,6.2
魔法禁书目录 恩底弥翁的奇迹,2013年2月23日,6.4
迦希女王不会放弃,2021年7月31日,6.4
海贼王 追寻草帽,2011年3月19日,6.3
不要撒娇呦!! 喝!!,2006年1月4日,6.1
超级机器人大战OG THE ANIMATION,2005-10-05,6.1
极速车魂,2023年9月30日,6.3
梦猎人丽梦,1985年6月10日,5.9
中国惊奇先生大电影,2015-06-19,5.9
我们没有翅膀 OVA,2011年6月26日,6.3
魔笛奇遇记,2004年1月15日,5.8
爱吃拉面的小泉同学,2018年1月4日,6.4
蜜蜂总动员,2007-11-02,5.8
请在T台上微笑,2020年1月10日,6.4
名侦探柯南 追踪消失的钻石！柯南·平次VS基德,2006,6.3
名侦探柯南 女子高中生侦探 铃木园子事件簿,2008年3月26日,6.3
小黄人大眼萌：神偷奶爸前传,2022年7月1日,6.2
红领巾与王小明,2014-12-26,6.1
叛逆性百万亚瑟王 第二季,2019年4月4日,6.2
爆音少女!!,2016年4月4日,6.3
淫妖虫,2006年10月31日,6.2
D4DJ Double Mix,2022年8月19日,6.1
姉とボイン,2005年12月25日,6.2
废柴王子,2018年1月10日,5.8
遥的接球,2018年7月6日,6.4
少女☆寸剧 All Starlight,2019年7月5日,6.3
名侦探柯南 vs Wooo,2011年4月22日,5.8
C3 -魔方少女-,2011年10月1日,6.4
后宫时间,2012年10月26日,6.3
监狱战舰,2009年5月29日,6.3
日在校园,2007年7月3日,6.4
魔物娘的同居日常 OAD,2016年11月12日,6.3
配种大叔和NTR人妻做爱 The Animation,2023年7月28日,6.3
乳色吐息,2014年5月30日,6.3
半田君,2016年7月7日,6.4
萝球社！,2011年7月1日,6.4
黑魔女学园,2012年4月4日,6.3
LINE NOVEL 印象映像 未来想象记,2019年4月15日,6.2
Code Geass 亡国的阿基德 第二章「翼龙折翅」,2013年9月14日,6.4
黑暗边缘,1994年10月8日,5.7
爱情可以分割吗？,2020年12月11日,6.0
我的朋友很少 第0话,2011年9月22日,6.4
蓝皮鼠和大脸猫,1998年,6.3
铁拳：血之复仇,2011年7月26日,6.2
SEXFRIEND ～セックスフレンド～,2004年1月22日,6.2
ミセスジャンキー,2006年2月25日,6.2
枪械少女 OAD,2012年10月12日,6.2
生化猎人,1995年12月8日,6.0
秦时明月之帝子降兮,2015年2月13日,6.2
アイルMANIAX～淫魔制服狩り&魔女狩りの夜に～,2001年8月24日,5.8
''melt'' short movie,2022年2月13日,5.9
传颂之物 虚伪的假面,2015年10月3日,6.4
剧场版 刀剑神域 进击篇 黯淡黄昏的谐谑曲,2022年10月22日,6.4
小门神,2016年1月1日,6.0
黑岩射手,2012年2月2日,6.4
明治編,2021年7月8日,6.0
十字架与吸血鬼 CAPU2,2008年10月1日,6.4
守望先锋2：雾子,2022年10月8日,5.9
死囚乐园 OAD,2011年10月8日,6.3
复仇天使,2003年10月1日,5.8
きみはぐ,2009年5月25日,6.2
一弦定音！,2019年4月6日,6.3
疯狂元素城,2023年6月16日,6.2
光之美少女 食尚甜心,2017年2月5日,6.2
爱本堡之风,2003-07-25,6.1
義母の吐息～背徳心に漂う母の色香～,2006年5月25日,6.2
淫兽教师,1994年10月21日,5.8
动画锻炼！EX,2015年10月12日,6.4
小恶魔女友,2013年12月20日,6.3
不要欺负我，长瀞同学,2021年4月10日,6.4
吸血鬼同盟,2010年1月7日,6.4
RE:人造人009,2012年10月27日,6.3
超级机器人大战OG 圣战,2006年10月4日,6.3
扶她部,2014年2月21日,6.3
血型君4,2016年1月11日,6.3
奴隷介護,2003年1月24日,6.0
姉汁 THE ANIMATION～白川三姉妹におまかせ～,2006年12月22日,6.3
茜色少女,2018年10月1日,6.4
电影 Tropical-Rouge！光之美少女 雪之公主与奇迹的戒指！,2021年10月23日,6.0
女友不来探病的理由,2010年11月19日,6.3
鲁邦三世 PART6,2021年10月16日,6.3
理科生坠入情网，故尝试证明。,2020年1月10日,6.4
魔法老师涅吉！,2005年1月5日,6.3
淫梦2,2000年4月28日,5.8
玉家典当铺,2017年1月27日,6.1
星际海盗,2006年7月3日,6.0
下级生2～Sketchbook～,2007年5月25日,5.9
闪电狗,2008-11-21,6.3
トロみつ娘の秘湯サービス ～とろッとろちゅるちゅるご奉仕させてください～,2020年10月30日,5.9
暂停！让我查攻略,2022年5月21日,6.2
女皇之刃 叛乱 OVA,2011年10月29日,6.3
笨蛋的悲剧人生,2013年5月21日,6.1
魔が堕ちる夜,2006年8月25日,6.1
忧郁的物怪庵,2016年6月28日,6.3
纯白之音,2021年4月2日,6.3
无罪的维纳斯,2006年7月27日,6.1
暴力杰克,1986-06-05,6.0
恋爱的白熊,2017年2月28日,6.1
奶油柠檬 第一部分 媚・妹・Baby,1984年8月11日,6.0
雏子的笔记,2017年4月7日,6.4
地缚少年花子君,2020年1月9日,6.4
Play Play 昴宿星团,2015年8月4日,6.3
白领羽球部,2022年1月29日,6.3
援助交配,2020年1月31日,6.3
回春,2000年01月28日,5.8
武装炼金,2006年10月4日,6.3
KERORO,2014年3月22日,6.2
南之岛的德拉酱,2014年4月26日,6.2
RDG 濒危物种少女,2013年4月3日,6.4
