anime,date,score
机动战士高达00 先驱者的觉醒,2010年9月18日,6.9
悠悠式,2013年4月9日,6.9
未确认进行式,2014年1月8日,6.9
监狱学园 OAD,2016年3月4日,6.9
狐妖小红娘 竹业篇,2019年3月1日,6.9
绝对少年,2005年5月21日,6.9
ストリンジェンド～エンジェルたちのプライベートレッスン～ コアMIX メガ盛り オカズですよ,2012年5月25日,6.9
数码宝贝驯兽师之王 暴走的数码列车,2002年3月2日,6.9
鲸的鱼跃,1999年4月25日,6.9
Fate/kaleid liner 魔法少女☆伊莉雅 2wei OAD,2015年7月25日,6.9
纯情罗曼史3,2015年7月8日,6.9
鲁邦三世 再见，自由女神。危机一刻！,1989年4月1日,6.8
OVERLORD,2015年7月7日,6.9
新・甜心战士,1994年4月21日,6.8
在盛夏等待,2012年1月9日,6.9
网球并不可笑嘛 6期,2015年10月5日,6.9
Fate/stay night TV总集篇,2010年1月17日,6.9
谜样女友X,2012年4月7日,6.9
苍天航路,2009年4月7日,6.9
夜樱四重奏 星之海,2010年10月8日,6.9
姉弟のカンケイ,2014年9月26日,6.9
MADLAX,2004年4月5日,6.9
怪物猎人日记 岌岌可危的猫猫村G,2011年7月1日,6.9
pet,2020年1月6日,6.9
魔界女王候补生,2005年7月2日,6.9
战区88,2004年1月8日,6.8
哆啦A梦七小子的虫虫大作战,1998年3月7日,6.9
钢铁天使胡桃零,2001年4月18日,6.9
火球 幽默之章,2017年10月6日,6.9
鬼神童子,1995年1月9日,6.9
穿靴子的猫,2011年10月28日,6.9
偶像活动 第二年,2013年10月3日,6.9
魔法使的条件 夏季的天空,2008年7月2日,6.9
俺物语!!,2015年4月8日,6.9
出包日记~·金 动画版,2015-10-09,6.8
皮丘与皮卡丘,2000-07-18,6.8
小飞侠,1953年2月5日,6.9
残片,1985年8月17日,6.8
乱马1/2 两个小茜,1996年1月19日,6.8
英国一家，吃在正月,2016年1月1日,6.8
转校生,1996年3月8日,6.7
鲁邦三世 燃烧的斩铁剑,1994年7月29日,6.9
妖精的尾巴 妖精们的合宿,2012年11月16日,6.9
这个是僵尸吗？OF THE DEAD,2012年4月4日,6.9
回首再见她,1985年3月9日,6.9
拂晓的尤娜,2014年10月7日,6.9
GAMERS电玩咖,2017年7月13日,6.9
圣诞之吻SS OVA,2011年6月11日,6.9
风与木之诗,1987年11月6日,6.9
会长是女仆大人,2010年4月1日,6.9
恶魔奶爸 OAD,2010年10月23日,6.9
迷域行者,2018年2月3日,6.9
GJ部,2013年1月9日,6.9
马丁的早晨,2004年2月17日,6.9
迦南,2009年7月4日,6.9
ANOTHER WORLD,2019年9月13日,6.9
工作细胞,2018年7月7日,6.9
忍者神威,2024年2月10日,6.9
舞-乙HiME 0～S.ifr～,2008年2月22日,6.9
铁腕巴迪 DECODE,2008年7月4日,6.9
狐妖小红娘 王权篇,2016年1月8日,6.9
电影 光之美少女 All Stars New Stage2 心之朋友,2013年3月16日,6.9
妖精的尾巴×圣石小子,2013年8月16日,6.9
LoveLive！虹咲学园学园偶像同好会 NEXT SKY,2023年6月23日,6.9
尽量加油吧！魔法少女胡桃,2017年7月29日,6.8
偶像大师 百万现场 4周年纪念PV,2017年3月12日,6.8
101忠狗,1961年1月25日,6.9
火鸟 凤凰篇,1986年12月20日,6.8
哆啦A梦：新·大雄的大魔境~贝可与5人探险队~,2014年3月8日,6.9
黑塔利亚 第6期,2015年7月3日,6.9
亚尔斯兰战记V 征马孤影,1995年8月21日,6.8
鲁邦三世 暮色☆双子钻石的秘密,1996年8月2日,6.8
麻辣女孩,2002年6月7日,6.9
喜羊羊与灰太狼之筐出胜利,2021年1月22日,6.8
交涉人勇午,2004年2月24日,6.8
棒球英豪 风之速,2001年2月9日,6.8
精灵宝可梦：超梦归来,2000年12月30日,6.9
钢之炼金术师 叹息之丘的圣星,2011年7月2日,6.9
「C」,2011年4月14日,6.9
非人哉 第2季,2022年8月10日,6.8
天方魔谭MAGI,2012年10月7日,6.9
属性同好会,2014年1月6日,6.9
天地无用! in LOVE,1996年4月20日,6.8
海绵宝宝 第八季,2010年7月8日,6.8
侦探歌剧 少女福尔摩斯 亚森 华丽的欲望,2017年12月31日,6.9
迷宫塔 ～乌鲁克之剑～,2009年1月8日,6.9
SHOW BY ROCK!! Mashumairesh!!,2020年1月9日,6.9
寻宝的暑假,2014年2月1日,6.9
黑门,2022年7月29日,6.9
高校舰队,2016年4月9日,6.9
刀塔：龙之血 第三季,2022年8月11日,6.7
机动战士高达 雷霆宙域 BANDIT FLOWER,2017年11月18日,6.9
飞天小女警,1998年11月18日,6.9
零之使魔 双月骑士,2007年7月8日,6.9
天使怪盗,2003年4月3日,6.9
Little Busters! 番外篇,2013年8月28日,6.9
飞天小女警 第二季,1999年6月25日,6.7
海贼王3D2Y 跨越艾斯之死！与路飞伙伴的誓言,2014年8月30日,6.9
文豪野犬 第三季,2019年4月12日,6.9
川之光,2009年6月20日,6.8
书家,2010年3月27日,6.9
Fate/stay night UNLIMITED BLADE WORKS,2010年1月23日,6.9
鲁邦三世VS名侦探柯南 剧场版,2013年12月7日,6.9
偶像活动 ~被盯上的魔法偶活卡~,2016年8月13日,6.8
傀儡公主,2000年3月24日,6.9
波蕾特的椅子,2014年3月21日,6.9
Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,2016年7月6日,6.9
亲吻姐姐OAD,2008年12月22日,6.9
乱马1/2特别篇 恶梦!春眠香,2008年7月30日,6.8
一拳超人 OAD,2015年12月4日,6.9
呼吸过度,2017年1月20日,6.8
星合之空,2019年10月10日,6.9
青出于蓝～缘～,2003年10月12日,6.9
翼·年代记 鸟笼国的公主,2005年8月20日,6.9
攻壳机动队ARISE border:2 Ghost Whispers,2013年11月30日,6.9
22/7 「阴云彼端 晴空万里」music video,2022年7月27日,6.9
攻壳机动队 SAC_2045 第二季,2022年5月23日,6.9
战国鸟兽戏画～甲～,2016年10月8日,6.9
我为歌狂,2001年8月6日,6.9
一人之下3·入世篇,2020年4月24日,6.9
恶魔高校 D×D NEW,2013年7月7日,6.9
魔神Z,1972年12月3日,6.8
牙狼 炎之刻印,2014年10月3日,6.9
龙珠Z 龙拳爆发,1995年7月15日,6.9
宇宙小毛球,1995年10月3日,6.8
依巴拉度~时间篇,2007年7月4日,6.9
光与水的女神,2004年1月15日,6.8
魔王勇者,2013年1月4日,6.9
伪恋 OAD,2014年10月3日,6.9
神偷奶爸2,2013-07-03,6.9
水着彼女～THE ANIMATION～,2009年1月23日,6.9
砂和尚,2004年10月4日,6.8
Wake Up Girls! 青春之影,2015年9月25日,6.9
可塑性记忆,2015年4月4日,6.9
熊出没之过年,2013年2月8日,6.9
祖先大人万万岁 剧场版,1990年3月19日,6.7
舞-乙HiME,2005年10月6日,6.9
鲁邦三世 风魔一族的阴谋,1987年12月26日,6.8
虹色萤火虫～永远的暑假～,2012年5月19日,6.9
魔术师和兔子,2008年6月10日,6.8
出包王女,2008年4月3日,6.9
相聚一刻 完结篇,1988年2月6日,6.8
福星小子 障碍物游泳大会,2008年7月30日,6.8
樱花大战 神崎堇引退记念,2002年12月18日,6.8
乱马1/2 中国寝昆仑大决战！规则无视的激斗篇,1991年11月2日,6.8
年老的鳄鱼,2006年8月5日,6.7
血型君,2013年4月7日,6.9
小姐与流浪汉,1955年6月22日,6.8
出包日记~·桃 动画版,2016-01-02,6.8
超级大坏蛋,2010年11月4日,6.9
甘城光辉游乐园,2014年10月6日,6.9
盛宴,2014-06-10,6.8
机动战士高达SEED Special Edition,2004年3月22日,6.8
机动战士高达 雷霆宙域 第二季,2017年3月24日,6.9
头文字D Legend1 -觉醒-,2014年8月23日,6.9
汉化日记,2019年7月21日,6.9
仙乐传说 世界统合篇,2011年11月23日,6.9
精灵宝可梦 黑2·白2 特别宣传动画,2012-05-16,6.7
某科学的超电磁炮S OVA,2014年3月27日,6.9
魔法使Tai! OVA,1996年5月25日,6.8
多罗罗,1969年4月6日,6.9
摔跤的罗密欧与朱丽叶,2013年5月26日,6.9
学园孤岛,2015年7月9日,6.9
中国奇谭,2023年1月1日,6.9
甜心格格 第二季,2012年9月28日,6.7
我的妹妹哪有这么可爱。,2013年4月6日,6.9
轰炸超人,2002年10月2日,6.8
南瓜剪刀,2006年10月2日,6.8
仙乐传说 迪赛雅兰篇,2010-03-25,6.9
堀与宫村 -piece-,2023年7月1日,6.9
我想吃掉你的胰脏,2018年9月1日,6.9
Princess Principal Crown Handler 第2章,2021年9月23日,6.9
红海龟,2016年6月29日,6.8
滑过河面的风,2011年1月7日,6.9
犬夜叉 黑色铁碎牙,2008年7月30日,6.9
Hi・Me・Go・To,2001年8月13日,6.9
文豪野犬 第二季,2016年10月5日,6.9
亚尔斯兰战记IV 汗血公路,1993年12月22日,6.8
新世紀 淫魔聖伝,2001年3月25日,6.8
飙速宅男 新世代,2017年1月9日,6.9
蜘蛛与郁金香,1943-04-15,6.7
攻壳机动队ARISE border:1 Ghost Pain,2013年6月22日,6.9
青山刚昌短篇集 2,1999年12月22日,6.8
野良神 ARAGOTO OAD,2015年11月17日,6.9
攻壳机动队 新剧场版,2015-06-20,6.9
电影 五等分的新娘,2022年5月20日,6.9
神魄,2013年8月26日,6.8
青出于蓝～缘～ 圣诞特别篇,2003年9月26日,6.8
宇宙战舰大和号2202 爱的战士们 第六章「回生篇」,2018年11月2日,6.7
剧场版 Fate/kaleid liner 魔法少女☆伊莉雅 雪下的誓言,2017年8月26日,6.9
葬送的芙莉莲 ～●●的魔法～,2023年10月11日,6.9
剑网3·侠肝义胆沈剑心 第二季,2019年12月27日,6.9
超人之死,2018年7月24日,6.8
金田一少年事件簿 死神病院杀人事件,1997年10月13日,6.8
银仙,2014年10月5日,6.9
最游记RELOAD GUNLOCK,2004年4月1日,6.9
命运石之门 聪明睿智的认知计算,2014年10月15日,6.9
上课小动作 OAD,2014年1月4日,6.9
RWBY Chibi Season 2,2017年5月13日,6.8
恶魔奶爸,2011年1月9日,6.9
血色花园,2006年10月3日,6.8
鲁邦三世 通往恶魔岛,2001年8月3日,6.7
侦探歌剧 少女福尔摩斯 派对之夜,2016年12月31日,6.8
.hack//Versus 塔那托斯报告,2012年6月28日,6.7
网球并不可笑嘛,2012年10月7日,6.9
龙珠Z 两人的危机,1994年3月12日,6.9
忍者神龟,2003年2月8日,6.8
盗贼王Jing,2002年5月15日,6.8
I s Pure,2005年12月9日,6.9
鹿枫堂,2018年4月10日,6.9
风都侦探,2022年8月8日,6.9
炸猪排DJ扬太郎,2016年4月10日,6.8
侦探歌剧 少女福尔摩斯 心灵的问候,2018年12月31日,6.8
四驱兄弟WGP 暴走四驱大追踪,1997年7月5日,6.8
我家弟弟真的超级大，不来看看？,2021年5月28日,6.9
离线LINE - 上班族 -,2013年1月7日,6.8
阿松 第二季,2017年10月2日,6.9
美少女战士Crystal 第三季,2016年4月4日,6.8
上海蝙蝠侠,2012年7月14日,6.8
宝石幻想 光芒重现,2020年7月4日,6.9
尾随者竞技,2009年10月16日,6.8
苍色骑士,2008年4月5日,6.9
THE 八犬传 -新章-,1993年11月25日,6.7
万圣街 第二季,2020年10月14日,6.8
EVANGELION 超·现实,2020年6月27日,6.8
小太郎一个人生活,2022年3月10日,6.9
狮子王2：辛巴的荣耀,1998年10月27日,6.9
浪漫杀手,2022年10月27日,6.9
乡村医生,2007年10月2日,6.8
学园救援团,2011年4月7日,6.9
校园外星人,2001年6月25日,6.8
狂赌之渊 ××,2019年1月8日,6.9
天地无用! 魉皇鬼 第4期,2016年11月30日,6.7
龙与魔女 #0.8,2023年12月29日,6.9
他在演奏我们的歌,2022年10月21日,6.7
爱物语,1992年6月1日,6.7
机兽起源,2005年4月10日,6.7
亚人酱有话要说,2017年1月7日,6.9
猴子捞月,1981,6.8
哆啦A梦：大雄的平行西游记,1988年3月12日,6.9
寒蝉鸣泣之时 业,2020年10月1日,6.9
生化危机 诅咒,2012年10月27日,6.9
天行九歌,2016年3月10日,6.9
游子吟,2017年5月14日,6.8
爆旋陀螺2,2002年1月7日,6.7
海洋奇缘,2016年11月23日,6.9
酷伊忍者传,2004年7月7日,6.8
苹果核战记2,2007年10月20日,6.9
直白标题机器人动画,2013年2月5日,6.8
宝可梦 旅途 目标是宝可梦大师,2023年1月13日,6.9
一人之下 第二季 番外篇 天师下山,2019年4月14日,6.9
棋魂 特别篇·裁决的一局！绽放吧 往昔之花！！,2001年12月22日,6.7
歌牌情缘 OAD,2013年9月13日,6.9
超剧场版 Keroro军曹 龙勇士的逆袭,2009-03-07,6.8
光之美少女 Max Heart,2005年2月6日,6.8
名侦探柯南 第14号目标,1998年4月18日,6.9
千绪的通学路,2018年7月6日,6.9
家庭教师HITMAN REBORN！彭格列式修学旅行、来了！,2009年10月12日,6.8
骷髅人,2007年4月28日,6.8
从漫画了解！Fate/Grand Order,2018年12月31日,6.9
战国鸟兽戏画～乙～,2017年1月14日,6.8
哆啦A梦：大雄的月球探险记,2019年3月1日,6.9
茶啊二中第二季,2015年8月17日,6.7
喜羊羊与灰太狼之筐出未来,2022年2月1日,6.8
我不受欢迎，怎么想都是你们的错！,2013年7月8日,6.9
装甲骑兵 荣耀的背后,1994年3月21日,6.8
星际宝贝,2002年6月21日,6.8
乱马1/2 苏醒的记忆,1994年12月16日,6.7
花舞少女,2014年7月7日,6.9
初犬 The Animation,2007年5月25日,6.9
完美世界 第三季,2022年10月7日,6.8
崩坏3 天穹流星,2020-02-28,6.8
鲁邦三世 鲁邦暗杀指令,1993年7月23日,6.7
魔力女管家夏日TV特别篇 “我认为H是不对的！,2003年8月14日,6.8
电影 美味派对♡光之美少女 梦想的♡儿童套餐！,2022年9月23日,6.7
喂！蜻蜓,2024年4月6日,6.7
黑暗圣经 Only,2005年7月25日,6.9
神灵狩,2007年10月18日,6.9
A频道,2011年4月7日,6.9
梅伊与小猫巴士,2002年9月29日,6.7
水夏,2003年2月25日,6.8
慎重勇者 ～这个勇者明明超强却过分慎重～,2019年10月2日,6.9
假如…？ 第一季,2021年8月11日,6.8
同居人时而在腿上、时而跑到脑袋上,2019年1月9日,6.9
勇者大冒险 第二季,2016年3月25日,6.8
海绵宝宝 第十季,2016年10月15日,6.7
机动战士高达F91,1991年3月16日,6.9
石中剑,1963年12月25日,6.7
星之卡比,2001年10月6日,6.7
魁拔II 大战元泱界,2013年5月31日,6.9
我与机器子,2022年12月4日,6.8
卡片战斗先导者 亚洲巡回赛篇,2012年4月8日,6.7
妖精的尾巴 记忆里的日子,2012年2月17日,6.8
无翼鸟,2006,6.8
功夫兔与菜包狗 第二季,2020年1月22日,6.7
Q版三国,2003年,6.8
天行九歌 第二部分,2019年4月24日,6.8
天方魔谭MAGI 辛巴达的冒险,2014年5月16日,6.8
潜行吧！奈亚子F,2015年5月30日,6.9
樱花任务,2017年4月5日,6.9
Fate/kaleid liner 魔法少女☆伊莉雅,2013年7月12日,6.9
后院的土地神大人,2017年12月1日,6.8
Natural2 DUO,2001年11月25日,6.8
暗杀教室 第二季 课外授课篇,2016年11月25日,6.9
赤发白雪姬 OAD,2016年1月5日,6.9
口水三国,2014年9月30日,6.8
吸血鬼马上死2,2023年1月9日,6.8
小马宝莉：友谊就是魔法 第九季,2019年4月6日,6.7
拾荒者,2016年12月24日,6.7
熊的故事,2014年5月7日,6.6
血与心,2022年11月2日,6.7
闪电十一人GO 银河,2013年5月8日,6.7
未来日记Redial,2013年7月26日,6.9
机动战士高达SEED C.E.73 观星者,2006年7月14日,6.9
高达G之复国运动,2014年10月2日,6.9
蜡笔小新 电击！猪之蹄大作战,1998年4月18日,6.8
南郭先生,1981,6.8
十兵卫2 西伯利亚柳生的反击,2004年1月7日,6.8
熊猫家族 雨中的马戏团,1973年3月17日,6.7
想起了你,2010-09-08,6.7
万圣街,2020年4月1日,6.8
小马宝莉：友谊大赛,2015-09-26,6.7
Another 第0话,2012年5月25日,6.9
名侦探柯南 Episode“ONE” 变小的名侦探,2016年12月9日,6.8
刀剑神域 序列之争,2017年2月18日,6.9
无爱之战,2005年4月6日,6.9
鲁邦三世 东方见闻录～Another Page～,2012年11月2日,6.8
奇蛋物语,2021年1月12日,6.9
小飞象,1941年10月31日,6.8
寒蝉鸣泣之时外传 猫杀篇,2007年3月21日,6.8
遥远时空中 舞一夜,2006年8月19日,6.8
茶啊二中,2023年7月14日,6.8
停驻你心门,2007年3月23日,6.7
小书痴的下克上：为了成为图书管理员而不择手段,2019年10月2日,6.8
头山,2002年12月3日,6.8
兔宝的悲惨日常 梦幻篇,2015年7月3日,6.8
丹特丽安的书架 荆姬,2012年8月11日,6.8
海贼王 萨波特别篇 三兄弟的羁绊 奇迹的再会和被继承的意志,2015年8月22日,6.8
异世界的圣机师物语,2009年5月1日,6.8
夏季之门,1981年3月20日,6.7
影宅,2021年4月10日,6.9
机动战士高达战记 OVA,2009年9月3日,6.7
守望者: 黑船传奇,2009年3月24日,6.7
猫头鹰王国：守卫者传奇,2010-09-24,6.7
特別版 Free!-Take Your Marks-,2017年10月28日,6.8
幸腹涂鸦,2015年1月8日,6.9
下课后,1997年8月31日,6.6
Infini-T Force,2017年10月2日,6.8
黄金庭院：冬日里的新年愿望,2023年1月20日,6.8
童话枪手小红帽,2006年7月1日,6.7
电影 光之美少女 Miracle Leap 与大家不可思议的一天,2020年10月31日,6.7
归宅部活动记录,2013年7月4日,6.8
超神传说 虚月童子,1987年1月21日,6.7
魔法少女砂沙美,1996年10月4日,6.8
恶魔高校 D×D,2012年1月6日,6.9
漂流武士 OVA,2017年12月23日,6.8
小熊维尼历险记,1977年3月11日,6.8
数码宝贝合体战争～邪恶的死亡指挥官与七个王国～,2011年4月3日,6.7
樱花大战 活动写真,2001年12月22日,6.7
梦色蛋糕师,2009年10月4日,6.8
乘风归,2020年7月24日,6.7
亚尔斯兰战记,2015年4月5日,6.9
装甲骑兵 大战,1986年7月5日,6.8
电影 光之美少女 All Stars New Stage 未来的朋友,2012年3月17日,6.8
机动战士高达00 Special Edition,2009年10月27日,6.8
进击的巨人 编年史,2020年7月17日,6.8
一发失误!!S ～新的情敌～,2013年2月22日,6.8
电影 光之美少女 Dream Stars!,2017年3月18日,6.7
阴谋办公室 第一季 Part.1,2021年10月22日,6.7
强殖装甲凯普,2005年8月6日,6.8
苍蓝钢铁的琶音 DC,2015年1月31日,6.8
迷你加尔刚蒂亚,2013年4月10日,6.8
中二病也要谈恋爱！恋,2014年1月8日,6.9
选择破坏者WIXOSS剧场版,2016年2月13日,6.8
钢铁天使胡桃,1999年10月5日,6.7
机器人少女Z+,2015-05-20,6.8
第十一人,1986-11-01,6.6
守护月天！,1998年10月17日,6.7
彩云国物语,2006年4月8日,6.8
One Room 第二季,2018年7月2日,6.9
.hack//G.U.三部曲,2007年12月22日,6.8
来自多彩世界的明天,2018年10月5日,6.8
一千零一夜,1998年,6.6
哆啦美与哆啦A梦七小子·宇宙乐园之千钧一发！,2001年3月10日,6.7
逮捕令 全速前进,2007年10月4日,6.8
千年狐,2007年1月25日,6.7
喵楞！,2016年9月27日,6.8
一发失误,2009年11月27日,6.8
GJ部@,2014年5月5日,6.8
Re：从零开始的异世界生活 Memory Snow,2018年10月6日,6.8
鲁邦三世 巴比伦的黄金传说,1985年7月13日,6.7
名侦探柯南 十年后的陌生人,2009年5月25日,6.8
荒野的寿飞行队 完全版,2020年9月11日,6.6
记录的地平线 圆桌崩坏,2021年1月13日,6.8
Di Gi Charat NYO,2003年4月6日,6.7
人参果,1981年,6.7
百合星人奈绪子 OAD,2010年12月18日,6.8
无限地带23 PART II,1986年5月30日,6.8
工作狂人,2006年10月12日,6.8
肌肉少女：哑铃，能举多少公斤？,2019年7月3日,6.9
星空防卫队,2003年1月4日,6.6
公主大人“拷问”的时间到了,2024年1月8日,6.8
超时空世纪,1983年7月3日,6.6
黑子的篮球 第二季,2013年10月5日,6.8
少年歌行 风花雪月篇 下部,2022年1月26日,6.7
魔法老师涅吉！～白之翼 ALA ALBA～,2008年8月12日,6.8
女神异闻录4 黄金版,2014年7月10日,6.8
龙珠Z外传：赛亚人灭绝计划,1993年7月23日,6.7
蓝海少女,2016年7月8日,6.8
真的存在！灵媒老师,2011年4月12日,6.8
呼唤你的名字,2008年11月28日,6.8
少女波子汽水,2016年10月7日,6.8
妻中蜜3 THE ANIMATION,2016年9月30日,6.8
不思议游戏,1995年4月6日,6.8
POP/STARS,2018年11月3日,6.7
令人战栗的格林童话,2000年6月21日,6.6
八犬传-东方八犬异闻-,2013年1月5日,6.8
鲁邦三世 海明威手稿之谜,1990年7月20日,6.7
